id,date,type,category,amount,payment_method,recurring
1402,2021-05-04,Expense,Shopping,4950.13182,Credit Card,1
1403,2021-08-09,Income,Phone,2012.24932569,Debit Card,0
1404,2021-10-11,Expense,Dining Out,2344.14930939,Bank Transfer,1
1405,2021-01-02,Income,Debt Repayment,2617.109301067,Bank Transfer,0
1406,2021-04-26,Expense,Dining Out,802.5,Bank Transfer,0
1407,2021-06-16,Expense,Entertainment,902.272,Cash,1
1408,2021-02-06,Income,Rent/Mortgage,783.93313503,Cash,0
1409,2021-05-14,Expense,Gifts/Donations,3989.756363,Debit Card,1
1410,2021-09-03,Expense,Phone,31.92819,Cash,1
1411,2021-10-11,Income,Debt Repayment,1846.235739,Credit Card,0
1412,2021-01-10,Expense,Insurance,2579.9666243331,Debit Card,1
1413,2021-03-04,Expense,Childcare,3204.125,Bank Transfer,0
1414,2021-06-26,Income,Phone,4974.75046644666,Other,0
1415,2021-04-18,Expense,Phone,3150.1,Bank Transfer,0
1416,2021-01-21,Expense,Transportation,2517.72922953954,Debit Card,0
1417,2021-08-23,Income,Gifts/Donations,2288.76036,Cash,0
1418,2021-12-21,Expense,Dining Out,4536.2752928,Cash,0
1419,2021-03-03,Expense,Shopping,1307.1709,Debit Card,0
1420,2021-10-23,Income,Debt Repayment,4720.4005,Debit Card,1
1421,2021-11-22,Income,Transportation,61.2552356923,Other,1
1422,2021-11-30,Income,Shopping,643.420587,Debit Card,0
1423,2021-06-29,Expense,Insurance,1573.6638979,Other,1
1424,2021-05-06,Expense,Travel,2957.7068616766,Other,1
1425,2021-11-21,Expense,Education,2290.225677,Debit Card,1
1426,2021-10-17,Expense,Phone,2780.642,Other,1
1427,2021-05-20,Expense,Rent/Mortgage,431.81,Credit Card,0
1428,2021-03-04,Expense,Internet,4181.43270439379,Other,0
1429,2021-10-13,Income,Groceries,2954.92,Cash,1
1430,2021-06-03,Expense,Travel,2783.6051,Bank Transfer,1
1431,2021-10-23,Expense,Dining Out,4819.11,Other,1
1432,2021-02-26,Income,Rent/Mortgage,3442.189509,Bank Transfer,1
1433,2021-02-07,Income,Dining Out,1449.1505941,Credit Card,0
1434,2021-11-28,Income,Travel,467.12,Debit Card,0
1435,2021-03-11,Expense,Childcare,3499.93554,Cash,0
1436,2021-07-17,Expense,Utilities,166.63,Bank Transfer,1
1437,2021-03-21,Income,Utilities,514.72,Bank Transfer,0
1438,2021-03-30,Income,Entertainment,1217.13,Bank Transfer,1
1439,2021-02-25,Expense,Shopping,4812.41928337717,Bank Transfer,0
1440,2021-11-18,Expense,Healthcare,1518.2425889,Cash,1
1441,2021-07-19,Income,Rent/Mortgage,863.7522037257,Credit Card,0
1442,2021-01-08,Income,Travel,3164.467029,Debit Card,1
1443,2021-12-24,Income,Education,565.855,Debit Card,1
1444,2021-05-17,Income,Dining Out,1588.4459495,Bank Transfer,0
1445,2021-06-27,Income,Childcare,1227.39112,Debit Card,1
1446,2021-06-29,Income,Phone,3050.495707853,Bank Transfer,1
1447,2021-12-06,Expense,Education,4145.6244145,Other,1
1448,2021-08-15,Expense,Shopping,1855.76346630292,Debit Card,0
1449,2021-10-16,Income,Debt Repayment,1272.5,Bank Transfer,0
1450,2021-10-13,Expense,Debt Repayment,192.3817,Credit Card,0
1451,2021-08-18,Income,Subscriptions,4206.974974983,Other,1
1452,2021-06-22,Expense,Healthcare,3202.212,Debit Card,1
1453,2021-08-10,Expense,Utilities,2539.69,Credit Card,1
1454,2021-11-29,Expense,Internet,2805.9450880039,Cash,1
1455,2021-08-13,Income,Rent/Mortgage,101.3386,Cash,0
1456,2021-11-28,Expense,Phone,3738.4159573,Credit Card,0
1457,2021-01-25,Expense,Internet,3714.34,Credit Card,0
1458,2021-12-08,Expense,Internet,3185.27444002504,Credit Card,1
1459,2021-11-15,Expense,Healthcare,2422.7,Bank Transfer,1
1460,2021-01-20,Income,Insurance,3294.1,Cash,1
1461,2021-08-27,Income,Dining Out,1018.65,Debit Card,0
1462,2021-03-29,Income,Childcare,1798.9350901,Credit Card,1
1463,2021-06-02,Expense,Childcare,2678.766954,Debit Card,1
1464,2021-12-09,Expense,Education,40.3612033,Cash,0
1465,2021-08-19,Expense,Subscriptions,27.87,Other,0
1466,2021-10-11,Income,Childcare,3011.48033054,Debit Card,0
1467,2021-12-03,Income,Healthcare,2117.8,Debit Card,1
1468,2021-10-27,Income,Travel,837.5671383,Cash,1
1469,2021-12-24,Expense,Transportation,1015.595,Bank Transfer,1
1470,2021-01-17,Income,Groceries,2545.24608,Debit Card,1
1471,2021-10-22,Expense,Debt Repayment,4386.2,Cash,1
1472,2021-06-10,Income,Utilities,121.857,Bank Transfer,0
1473,2021-09-05,Income,Shopping,1567.551,Cash,0
1474,2021-06-15,Income,Shopping,3068.16,Debit Card,0
1475,2021-10-13,Expense,Insurance,4882.24932112392,Other,1
1476,2021-09-23,Expense,Groceries,3375.545927,Cash,0
1477,2021-01-31,Income,Rent/Mortgage,4463.69198974,Bank Transfer,0
1478,2021-05-12,Expense,Education,962.886383216,Other,1
1479,2021-09-12,Expense,Phone,2550.18,Other,1
1480,2021-09-30,Expense,Rent/Mortgage,1496.94,Credit Card,0
1481,2021-02-16,Income,Utilities,2197.7,Debit Card,0
1482,2021-07-25,Expense,Dining Out,5.793180704,Bank Transfer,1
1483,2021-03-10,Income,Shopping,2674.13643,Debit Card,1
1484,2021-02-07,Income,Phone,177.61872947534,Credit Card,1
1485,2021-05-28,Expense,Healthcare,3345.3008016,Debit Card,0
1486,2021-10-04,Income,Debt Repayment,3445.2940692704,Bank Transfer,1
1487,2021-07-30,Expense,Gifts/Donations,3379.735,Other,1
1488,2021-07-08,Income,Travel,2069.83419538,Cash,1
1489,2021-01-06,Income,Utilities,944.29,Bank Transfer,1
1490,2021-07-11,Expense,Gifts/Donations,1487.1228166,Bank Transfer,0
1491,2021-10-28,Expense,Travel,3485.6381,Credit Card,0
1492,2021-12-17,Income,Debt Repayment,2120.0,Debit Card,1
1493,2021-10-01,Expense,Rent/Mortgage,941.967979,Debit Card,0
1494,2021-05-03,Income,Entertainment,4786.9,Cash,0
1495,2021-11-16,Expense,Travel,4253.73109520416,Cash,0
1496,2021-07-04,Expense,Insurance,4204.3587,Debit Card,1
1497,2021-03-17,Expense,Utilities,2887.7392076,Bank Transfer,1
1498,2021-01-13,Income,Subscriptions,4418.13,Debit Card,0
1499,2021-08-09,Income,Gifts/Donations,317.8,Credit Card,0
1500,2021-02-08,Income,Entertainment,2544.955135812,Credit Card,1
1501,2021-05-10,Expense,Insurance,3309.47175,Bank Transfer,1
1502,2021-04-10,Income,Shopping,3205.111447,Debit Card,0
1503,2021-03-09,Income,Dining Out,4944.1147,Cash,0
1504,2021-06-19,Income,Education,545.42971384849,Other,1
1505,2021-12-29,Income,Education,4848.31,Credit Card,1
1506,2021-09-21,Expense,Transportation,1294.32,Credit Card,1
1507,2021-01-12,Expense,Subscriptions,2371.53538,Bank Transfer,1
1508,2021-01-15,Expense,Groceries,404.564,Credit Card,1
1509,2021-11-11,Expense,Dining Out,3159.3,Other,0
1510,2021-04-12,Expense,Shopping,1697.101929,Credit Card,0
1511,2021-11-21,Income,Internet,2953.476,Credit Card,0
1512,2021-05-10,Expense,Transportation,4638.210048122,Other,1
1513,2021-04-01,Income,Dining Out,3964.1,Cash,1
1514,2021-05-22,Expense,Dining Out,4012.2860035,Other,1
1515,2021-06-30,Income,Transportation,4778.61,Debit Card,1
1516,2021-06-21,Income,Transportation,3282.6,Other,1
1517,2021-04-26,Expense,Travel,4554.11523429497,Credit Card,0
1518,2021-08-19,Expense,Shopping,636.33,Other,0
1519,2021-12-07,Expense,Healthcare,2105.15086080557,Debit Card,0
1520,2021-09-11,Expense,Internet,3951.3041,Other,1
1521,2021-12-26,Expense,Internet,658.3879317926,Credit Card,0
1522,2021-03-03,Income,Utilities,282.49,Debit Card,0
1523,2021-03-13,Income,Insurance,3818.583831,Cash,0
1524,2021-04-26,Expense,Healthcare,2597.5247735,Cash,0
1525,2021-11-12,Expense,Education,914.3,Bank Transfer,1
1526,2021-03-26,Expense,Shopping,1795.8412739133,Credit Card,0
1527,2021-01-19,Income,Childcare,2675.6,Other,0
1528,2021-02-15,Income,Insurance,331.8,Other,1
1529,2021-04-29,Expense,Utilities,4404.7099,Bank Transfer,0
1530,2021-03-13,Expense,Debt Repayment,4304.1536627417,Bank Transfer,0
1531,2021-03-31,Expense,Utilities,4330.2774362678,Cash,0
1532,2021-11-04,Expense,Utilities,798.479056,Credit Card,1
1533,2021-02-12,Expense,Utilities,3843.611,Debit Card,0
1534,2021-09-19,Expense,Internet,602.1336,Debit Card,1
1535,2021-08-24,Expense,Utilities,2981.59178,Debit Card,1
1536,2021-05-18,Expense,Insurance,1289.25,Other,0
1537,2021-06-21,Expense,Phone,4607.153,Bank Transfer,0
1538,2021-09-18,Expense,Groceries,3776.44833745317,Bank Transfer,1
1539,2021-03-18,Expense,Insurance,4779.0,Bank Transfer,1
1540,2021-07-06,Income,Shopping,3727.10491,Cash,0
1541,2021-02-22,Income,Education,3789.3,Other,0
1542,2021-06-23,Income,Childcare,1127.6857117433,Cash,1
1543,2021-08-05,Income,Travel,4880.6205094,Debit Card,0
1544,2021-11-28,Expense,Education,1380.83,Other,0
1545,2021-02-15,Expense,Utilities,2511.62328,Other,0
1546,2021-06-21,Expense,Insurance,463.4,Credit Card,1
1547,2021-04-09,Income,Subscriptions,673.7793324,Debit Card,0
1548,2021-07-09,Expense,Insurance,342.52,Other,1
1549,2021-03-25,Income,Insurance,3980.6883342002,Credit Card,1
1550,2021-03-25,Income,Travel,4623.131047955,Credit Card,0
1551,2021-05-18,Income,Childcare,3534.86432421211,Cash,0
1552,2021-01-25,Expense,Debt Repayment,3448.89786973987,Cash,0
1553,2021-04-10,Income,Education,4309.70176138351,Debit Card,0
1554,2021-10-30,Income,Education,1139.35,Debit Card,0
1555,2021-05-13,Income,Groceries,4031.4307181,Other,1
1556,2021-11-09,Expense,Healthcare,1799.4,Bank Transfer,1
1557,2021-09-27,Income,Transportation,676.6431852,Debit Card,1
1558,2021-07-29,Income,Rent/Mortgage,4115.7,Cash,0
1559,2021-09-23,Expense,Groceries,4500.46,Bank Transfer,1
1560,2021-09-20,Expense,Healthcare,159.3,Other,1
1561,2021-02-14,Expense,Travel,4935.83,Bank Transfer,1
1562,2021-10-15,Expense,Groceries,515.97,Other,0
1563,2021-11-24,Expense,Groceries,453.902,Other,1
1564,2021-12-14,Expense,Childcare,2781.7,Credit Card,0
1565,2021-04-07,Income,Phone,733.19647195,Other,0
1566,2021-10-21,Income,Rent/Mortgage,1719.5123461476,Debit Card,0
1567,2021-11-25,Income,Groceries,361.7749,Cash,1
1568,2021-09-23,Income,Shopping,4488.32656,Cash,0
1569,2021-02-05,Income,Groceries,1578.4709237,Other,0
1570,2021-04-28,Income,Debt Repayment,2196.467,Other,0
1571,2021-02-28,Expense,Childcare,3301.24,Cash,0
1572,2021-09-07,Expense,Utilities,2507.5,Bank Transfer,0
1573,2021-06-01,Income,Subscriptions,32.12237533,Cash,1
1574,2021-03-02,Income,Phone,2182.224,Bank Transfer,1
1575,2021-11-04,Expense,Debt Repayment,3570.7,Credit Card,1
1576,2021-05-21,Expense,Groceries,1133.286,Credit Card,0
1577,2021-07-31,Expense,Subscriptions,1160.21210420658,Debit Card,0
1578,2021-05-07,Income,Travel,3485.56603382646,Debit Card,0
1579,2021-11-30,Expense,Shopping,1653.6721,Cash,1
1580,2021-04-28,Income,Childcare,1381.96508,Bank Transfer,0
1581,2021-04-16,Income,Travel,4989.7,Cash,0
1582,2021-01-04,Income,Groceries,2797.806534245,Cash,1
1583,2021-08-06,Expense,Childcare,1682.203,Bank Transfer,1
1584,2021-11-15,Expense,Utilities,2157.74843474015,Bank Transfer,0
1585,2021-03-05,Expense,Subscriptions,2460.420786128,Credit Card,0
1586,2021-07-17,Expense,Transportation,1076.0,Credit Card,0
1587,2021-03-21,Expense,Shopping,1178.60379468232,Credit Card,1
1588,2021-03-07,Income,Subscriptions,4187.50299040718,Debit Card,1
1589,2021-07-27,Income,Rent/Mortgage,3204.10315,Debit Card,1
1590,2021-07-08,Expense,Entertainment,423.230033405,Debit Card,1
1591,2021-07-01,Income,Education,1500.27915133719,Cash,0
1592,2021-01-29,Income,Rent/Mortgage,3513.97,Bank Transfer,0
1593,2021-02-19,Expense,Insurance,4626.7672757,Other,1
1594,2021-02-17,Expense,Travel,847.592274,Debit Card,0
1595,2021-01-16,Expense,Gifts/Donations,1853.228176381,Bank Transfer,0
1596,2021-03-24,Income,Phone,2136.57975855433,Credit Card,1
1597,2021-07-17,Expense,Subscriptions,749.26043505723,Cash,1
1598,2021-10-07,Income,Travel,3981.5,Credit Card,1
1599,2021-08-24,Income,Travel,1809.7737534,Other,0
1600,2021-02-01,Expense,Phone,4628.2738,Cash,0
1601,2021-01-20,Income,Rent/Mortgage,4217.9313074405,Other,0
1602,2021-07-25,Expense,Childcare,102.6,Credit Card,1
1603,2021-01-24,Expense,Childcare,2821.62109791,Cash,0
1604,2021-05-10,Income,Healthcare,1878.9026774,Debit Card,1
1605,2021-12-17,Expense,Insurance,2369.415783,Credit Card,0
1606,2021-02-25,Income,Debt Repayment,1520.46068317,Credit Card,1
1607,2021-08-29,Income,Education,3417.378379431,Other,1
1608,2021-10-07,Expense,Entertainment,787.378447397,Other,0
1609,2021-03-25,Expense,Entertainment,483.2513,Bank Transfer,1
1610,2021-07-15,Income,Phone,3547.93898,Bank Transfer,1
1611,2021-03-21,Income,Childcare,2345.8,Cash,1
1612,2021-03-22,Expense,Travel,1784.9712155,Cash,0
1613,2021-06-10,Income,Phone,2148.16649217,Cash,1
1614,2021-05-20,Income,Shopping,1398.41070504234,Cash,1
1615,2021-05-14,Expense,Travel,1363.0,Other,1
1616,2021-10-05,Expense,Utilities,2226.98,Credit Card,0
1617,2021-11-30,Income,Travel,2654.2,Cash,1
1618,2021-01-21,Income,Shopping,1748.97,Bank Transfer,1
1619,2021-02-15,Income,Entertainment,4237.20570675,Credit Card,0
1620,2021-06-18,Expense,Transportation,349.772140265,Credit Card,1
1621,2021-04-13,Expense,Transportation,2413.78252929,Bank Transfer,0
1622,2021-09-30,Income,Phone,4494.523793,Other,0
1623,2021-10-14,Income,Transportation,4478.1051118,Debit Card,1
1624,2021-08-29,Expense,Phone,3809.394,Bank Transfer,0
1625,2021-11-22,Income,Entertainment,3661.46287530158,Debit Card,0
1626,2021-11-21,Expense,Phone,3173.1662303724,Credit Card,1
1627,2021-11-28,Income,Subscriptions,2705.1,Credit Card,1
1628,2021-09-03,Expense,Utilities,1748.62,Other,0
1629,2021-06-20,Income,Rent/Mortgage,4673.233,Other,1
1630,2021-01-10,Income,Insurance,3259.88,Bank Transfer,1
1631,2021-01-11,Expense,Internet,1724.664918,Other,0
1632,2021-01-04,Income,Transportation,4578.26066213518,Debit Card,0
1633,2021-05-07,Income,Childcare,3780.4368261,Credit Card,1
1634,2021-09-17,Expense,Shopping,1201.5276,Cash,0
1635,2021-02-26,Expense,Shopping,4534.511,Credit Card,0
1636,2021-10-06,Income,Debt Repayment,2610.581,Debit Card,0
1637,2021-02-26,Expense,Transportation,3130.552178512,Credit Card,0
1638,2021-11-12,Expense,Dining Out,385.4,Bank Transfer,0
1639,2021-04-30,Income,Insurance,3554.890874,Bank Transfer,1
1640,2021-12-30,Expense,Gifts/Donations,2328.348221723,Debit Card,0
1641,2021-01-27,Expense,Phone,4652.6,Cash,1
1642,2021-11-02,Expense,Utilities,1463.41124,Other,1
1643,2021-04-27,Income,Entertainment,1072.1,Credit Card,1
1644,2021-10-02,Income,Groceries,2040.69306122,Other,1
1645,2021-04-24,Income,Travel,4799.91151,Debit Card,0
1646,2021-10-03,Income,Shopping,1377.1504279921,Credit Card,0
1647,2021-02-09,Expense,Dining Out,3112.45923038305,Credit Card,1
1648,2021-03-27,Income,Subscriptions,3805.492,Cash,1
1649,2021-06-26,Expense,Dining Out,1923.7447198474,Other,1
1650,2021-03-17,Income,Entertainment,1059.118,Credit Card,0
1651,2021-08-01,Expense,Utilities,2555.95589,Debit Card,0
1652,2021-11-13,Income,Utilities,41.724085,Bank Transfer,1
1653,2021-01-20,Income,Education,3648.71794,Credit Card,0
1654,2021-11-22,Expense,Childcare,3476.157652773,Debit Card,1
1655,2021-12-04,Expense,Utilities,4809.5,Bank Transfer,1
1656,2021-02-22,Income,Rent/Mortgage,1467.2376,Other,0
1657,2021-03-21,Expense,Insurance,4505.35486,Debit Card,1
1658,2021-04-28,Income,Education,2237.4678,Bank Transfer,1
1659,2021-12-28,Expense,Debt Repayment,2886.7,Bank Transfer,0
1660,2021-12-18,Expense,Utilities,1408.6943046904,Credit Card,0
1661,2021-02-02,Income,Subscriptions,875.33,Cash,0
1662,2021-08-13,Expense,Utilities,430.41027,Debit Card,1
1663,2021-07-28,Expense,Insurance,4384.4412281,Other,1
1664,2021-01-05,Income,Internet,4177.8,Credit Card,1
1665,2021-11-27,Expense,Childcare,978.9629,Bank Transfer,0
1666,2021-06-05,Expense,Education,4173.2854503464,Bank Transfer,1
1667,2021-01-27,Expense,Transportation,699.2399860212,Other,0
1668,2021-08-24,Income,Rent/Mortgage,270.299,Bank Transfer,1
1669,2021-01-01,Expense,Healthcare,904.50026329,Debit Card,1
1670,2021-01-02,Income,Rent/Mortgage,2340.280086964,Credit Card,1
1671,2021-10-31,Income,Phone,1034.2,Other,1
1672,2021-03-25,Income,Education,2020.19894,Debit Card,1
1673,2021-02-26,Expense,Insurance,1775.40999675717,Credit Card,0
1674,2021-07-09,Income,Insurance,3382.28,Credit Card,0
1675,2021-12-24,Income,Rent/Mortgage,4274.72304,Other,1
1676,2021-05-26,Income,Debt Repayment,2657.135325549,Cash,0
1677,2021-07-19,Income,Rent/Mortgage,4303.803573,Other,0
1678,2021-11-19,Expense,Transportation,866.1416479,Bank Transfer,0
1679,2021-12-30,Income,Phone,1864.1,Bank Transfer,0
1680,2021-10-03,Expense,Healthcare,2692.66059,Debit Card,1
1681,2021-03-04,Expense,Healthcare,4265.323078298,Cash,0
1682,2021-02-25,Expense,Healthcare,1281.5115,Bank Transfer,1
1683,2021-03-20,Expense,Internet,1857.6934,Other,1
1684,2021-11-16,Income,Dining Out,4867.9,Bank Transfer,0
1685,2021-05-10,Income,Rent/Mortgage,4425.61680357,Cash,1
1686,2021-12-10,Expense,Transportation,2333.329234052,Cash,0
1687,2021-07-26,Income,Travel,354.9569663076,Bank Transfer,1
1688,2021-12-08,Income,Utilities,1379.39904,Other,1
1689,2021-11-15,Income,Childcare,1188.8557239,Cash,1
1690,2021-11-28,Expense,Rent/Mortgage,1354.43158,Credit Card,0
1691,2021-08-26,Income,Dining Out,2585.75,Credit Card,0
1692,2021-06-08,Income,Dining Out,3967.7304,Bank Transfer,1
1693,2021-11-11,Expense,Subscriptions,1748.779,Credit Card,0
1694,2021-12-14,Income,Education,1053.6,Debit Card,1
1695,2021-07-21,Expense,Education,2497.32935920874,Other,1
1696,2021-06-09,Expense,Childcare,4839.30146131856,Bank Transfer,1
1697,2021-03-02,Income,Phone,4486.5479,Cash,1
1698,2021-04-24,Expense,Subscriptions,1259.4306026,Debit Card,0
1699,2021-08-04,Income,Groceries,3941.28902073,Cash,1
1700,2021-03-04,Income,Subscriptions,106.445155435,Credit Card,0
1701,2021-01-29,Income,Rent/Mortgage,4416.3671113,Bank Transfer,1
1702,2021-10-18,Income,Dining Out,3132.88122,Cash,0
1703,2021-02-03,Expense,Phone,3182.8401320213,Bank Transfer,0
1704,2021-05-01,Income,Education,53.7806323,Other,0
1705,2021-12-14,Expense,Utilities,61.64,Other,1
1706,2021-07-28,Income,Healthcare,1773.8,Bank Transfer,1
1707,2021-02-25,Income,Rent/Mortgage,1669.4402,Cash,1
1708,2021-06-06,Income,Education,490.6774145,Bank Transfer,0
1709,2021-12-07,Income,Phone,136.94113,Bank Transfer,0
1710,2021-11-24,Expense,Education,4442.29406,Cash,0
1711,2021-02-20,Income,Rent/Mortgage,3546.9859523,Credit Card,0
1712,2021-07-06,Income,Internet,580.9579081,Cash,1
1713,2021-07-22,Expense,Education,4408.52,Debit Card,1
1714,2021-03-31,Income,Groceries,3581.329481,Other,1
1715,2021-10-31,Expense,Subscriptions,3792.769,Other,0
1716,2021-03-18,Expense,Dining Out,462.92,Bank Transfer,0
1717,2021-02-14,Income,Dining Out,408.72036,Cash,0
1718,2021-10-11,Income,Insurance,2771.6685614,Credit Card,0
1719,2021-07-09,Income,Groceries,4442.507799,Bank Transfer,0
1720,2021-02-28,Expense,Rent/Mortgage,3289.2841940671,Cash,0
1721,2021-04-20,Expense,Education,4955.44885107673,Cash,1
1722,2021-08-17,Expense,Debt Repayment,4364.715552,Cash,1
1723,2021-08-26,Income,Subscriptions,4826.9759066256,Other,1
1724,2021-11-23,Expense,Education,1835.52817865404,Other,0
1725,2021-04-01,Expense,Phone,2061.5,Debit Card,1
1726,2021-01-15,Income,Healthcare,820.3202326311,Credit Card,1
1727,2021-10-30,Income,Insurance,4488.8,Credit Card,1
1728,2021-08-04,Expense,Utilities,662.4154,Other,0
1729,2021-07-05,Income,Healthcare,3350.57843199668,Cash,0
1730,2021-03-29,Expense,Travel,1080.44,Credit Card,0
1731,2021-04-16,Income,Phone,202.45,Bank Transfer,0
1732,2021-08-02,Income,Shopping,2159.12135219,Debit Card,0
1733,2021-05-13,Expense,Internet,3018.13,Credit Card,1
1734,2021-11-12,Income,Internet,2460.83,Debit Card,0
1735,2021-03-04,Expense,Utilities,1388.809,Bank Transfer,0
1736,2021-08-18,Income,Groceries,2928.657283,Credit Card,0
1737,2021-01-15,Expense,Childcare,1374.55,Debit Card,0
1738,2021-09-28,Income,Travel,1797.630249097,Cash,0
1739,2021-01-18,Expense,Childcare,3446.175922,Bank Transfer,1
1740,2021-12-08,Expense,Childcare,3546.89143105,Credit Card,1
1741,2021-05-27,Income,Healthcare,3107.93155,Cash,0
1742,2021-01-04,Income,Insurance,3985.95719507,Debit Card,1
1743,2021-07-03,Income,Debt Repayment,4128.253689,Debit Card,0
1744,2021-08-28,Income,Rent/Mortgage,3538.6976,Credit Card,1
1745,2021-01-11,Income,Shopping,652.94,Debit Card,1
1746,2021-10-22,Expense,Insurance,4694.2,Credit Card,1
1747,2021-06-09,Expense,Utilities,1149.4303560188,Debit Card,0
1748,2021-01-20,Income,Shopping,1264.6714,Credit Card,1
1749,2021-10-18,Income,Dining Out,1022.2228,Debit Card,0
1750,2021-10-21,Income,Dining Out,240.3,Debit Card,1
1751,2021-04-10,Expense,Education,214.2278,Bank Transfer,0
1752,2021-01-06,Expense,Insurance,1387.377,Credit Card,0
1753,2021-04-09,Expense,Entertainment,4604.88169,Bank Transfer,0
1754,2021-08-21,Income,Shopping,2274.3117,Credit Card,1
1755,2021-09-18,Income,Transportation,2823.1892671571,Other,1
1756,2021-11-11,Expense,Travel,4818.65812773,Debit Card,0
1757,2021-01-16,Income,Transportation,4804.12829,Bank Transfer,0
1758,2021-01-29,Income,Subscriptions,4477.49650516,Other,0
1759,2021-02-08,Expense,Subscriptions,3490.37,Credit Card,0
1760,2021-06-08,Expense,Healthcare,850.69792902,Credit Card,0
1761,2021-02-21,Expense,Transportation,3439.63,Debit Card,1
1762,2021-02-17,Income,Groceries,3818.8948,Debit Card,1
1763,2021-04-26,Income,Internet,3456.7831907761,Credit Card,1
1764,2021-10-07,Expense,Healthcare,261.26201,Other,1
1765,2021-12-03,Expense,Debt Repayment,1275.40340022043,Debit Card,0
1766,2021-02-10,Income,Utilities,1297.9,Credit Card,0
1767,2021-09-16,Expense,Dining Out,2361.5,Other,0
1768,2021-03-11,Expense,Education,4782.30859,Cash,1
1769,2021-05-04,Income,Debt Repayment,653.78828052171,Debit Card,0
1770,2021-10-25,Income,Internet,316.41246,Other,1
1771,2021-07-07,Income,Insurance,355.926922,Credit Card,1
1772,2021-02-05,Income,Insurance,4797.17,Other,1
1773,2021-08-26,Income,Debt Repayment,4328.966,Bank Transfer,1
1774,2021-02-15,Income,Transportation,2184.62185146892,Bank Transfer,0
1775,2021-09-10,Expense,Education,1317.18,Bank Transfer,1
1776,2021-12-14,Income,Healthcare,2809.54578385,Cash,1
1777,2021-12-01,Expense,Debt Repayment,3913.4775892062,Other,0
1778,2021-08-23,Expense,Education,3341.4942387947,Credit Card,1
1779,2021-05-24,Expense,Subscriptions,268.542035544,Debit Card,1
1780,2021-02-11,Expense,Debt Repayment,2955.65,Debit Card,1
1781,2021-05-27,Expense,Subscriptions,2250.87472671,Cash,1
1782,2021-11-05,Income,Debt Repayment,4669.1795671,Cash,0
1783,2021-07-23,Expense,Utilities,2513.8816522402,Debit Card,0
1784,2021-10-11,Income,Shopping,2341.32013627,Bank Transfer,1
1785,2021-06-29,Income,Debt Repayment,4716.4337247018,Debit Card,0
1786,2021-01-23,Expense,Insurance,1811.402398,Debit Card,1
1787,2021-05-28,Income,Healthcare,1288.982607,Credit Card,1
1788,2021-03-02,Expense,Travel,4294.87824462043,Bank Transfer,1
1789,2021-11-13,Expense,Transportation,4860.1396956597,Other,1
1790,2021-08-06,Expense,Rent/Mortgage,4838.7483,Other,1
1791,2021-05-23,Expense,Education,3809.33452108539,Cash,1
1792,2021-12-14,Income,Entertainment,703.5986854124,Debit Card,0
1793,2021-06-01,Expense,Gifts/Donations,1092.597,Bank Transfer,1
1794,2021-04-20,Expense,Healthcare,2010.39,Bank Transfer,0
1795,2021-07-19,Income,Rent/Mortgage,4847.11,Cash,1
1796,2021-08-20,Income,Shopping,2170.28259417,Other,1
1797,2021-07-06,Expense,Phone,4942.117624,Debit Card,1
1798,2021-12-06,Income,Education,1476.6609406045,Other,0
1799,2021-06-07,Income,Travel,3375.942,Debit Card,0
1800,2021-02-07,Income,Childcare,3190.3063696,Credit Card,1
1801,2021-02-08,Expense,Debt Repayment,2869.4537,Bank Transfer,0
1802,2021-07-19,Expense,Entertainment,4518.64156,Debit Card,0
1803,2021-03-26,Income,Rent/Mortgage,782.3566761,Cash,0
1804,2021-02-16,Income,Shopping,1190.1815,Bank Transfer,0
1805,2021-12-28,Income,Travel,1192.7397,Credit Card,0
1806,2021-10-02,Expense,Insurance,2577.88746,Credit Card,1
1807,2021-05-03,Income,Internet,3412.7241533,Credit Card,0
1808,2021-09-20,Expense,Utilities,131.7767195545,Debit Card,1
1809,2021-08-21,Income,Insurance,32.267603,Bank Transfer,1
1810,2021-09-04,Income,Rent/Mortgage,3427.8741047,Cash,0
1811,2021-05-24,Income,Healthcare,3961.30880166536,Other,1
1812,2021-07-02,Expense,Education,4098.6037,Credit Card,1
1813,2021-07-28,Income,Rent/Mortgage,146.27738020149,Bank Transfer,0
1814,2021-07-09,Income,Insurance,3425.7142,Other,0
1815,2021-07-17,Income,Healthcare,1528.821,Debit Card,0
1816,2021-02-06,Income,Groceries,4370.6,Cash,1
1817,2021-07-28,Expense,Dining Out,701.596060478,Bank Transfer,0
1818,2021-05-03,Expense,Transportation,729.67366,Bank Transfer,0
1819,2021-10-13,Expense,Debt Repayment,2592.994515019,Cash,1
1820,2021-09-02,Expense,Internet,2730.436667,Credit Card,0
1821,2021-12-29,Income,Shopping,4805.3,Bank Transfer,0
1822,2021-04-03,Expense,Rent/Mortgage,2094.4652285,Other,0
1823,2021-04-17,Expense,Education,1554.2,Cash,1
1824,2021-04-17,Income,Phone,1504.869371,Credit Card,1
1825,2021-03-02,Expense,Utilities,2411.4837143015,Credit Card,0
1826,2021-11-01,Expense,Childcare,12.918,Bank Transfer,0
1827,2021-08-29,Expense,Insurance,1666.79,Debit Card,1
1828,2021-07-02,Income,Subscriptions,4043.57,Credit Card,1
1829,2021-10-19,Income,Subscriptions,1883.189,Credit Card,1
